"","Sesso","Anziano/a","Partner","Persone a carico","Durata del rapporto","Servizio telefonico","Linee multiple","Servizio Internet","Sicurezza online","Backup online","Protezione device","Assistenza tecnica","StreamingTV","StreamingMovies","Termine del contratto","Fatturazione elettronica","Metodo di pagamento","Addebito mensile","Addebito totale","Churn"
"1718","Uomo","No","Si","No",72,"Si","No","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",19.7,1421.9,"No"
"1719","Donna","No","No","No",17,"Si","No","No","No","No","No","No","No","No","un anno","No","bonifico bancario (automatico)",19.9,323.15,"No"
"1720","Uomo","No","No","No",3,"Si","No","fibra ottica","No","Si","Si","Si","Si","Si","mese per mese","Si","assegno elettronico",107.95,318.6,"No"
"1721","Donna","Si","No","No",2,"Si","No","fibra ottica","No","Si","No","No","Si","No","mese per mese","Si","bonifico bancario (automatico)",83.8,163.7,"No"
"1722","Donna","No","No","No",9,"Si","No","fibra ottica","Si","No","No","No","No","No","mese per mese","Si","carta di credito (automatico)",74.25,639.65,"Si"
"1723","Donna","No","No","No",51,"No","No","DSL","No","Si","Si","No","Si","Si","un anno","Si","carta di credito (automatico)",56.4,2928.5,"No"
"1724","Donna","No","Si","Si",6,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",20.1,100.35,"No"
"1725","Donna","No","Si","No",3,"Si","Si","fibra ottica","No","No","No","No","Si","Si","mese per mese","No","assegno elettronico",94.9,273.2,"No"
"1726","Donna","Si","No","No",17,"Si","Si","fibra ottica","No","No","No","No","Si","Si","mese per mese","Si","assegno elettronico",94.2,1608.15,"No"
"1727","Uomo","No","Si","No",30,"Si","Si","DSL","No","No","No","No","No","No","mese per mese","No","assegno elettronico",49.9,1441.95,"No"
"1728","Uomo","No","No","No",31,"Si","Si","DSL","No","Si","No","Si","Si","No","mese per mese","Si","assegno elettronico",71.05,2168.15,"No"
"1729","Donna","No","No","No",45,"Si","No","DSL","Si","No","Si","Si","Si","Si","due anni","No","bonifico bancario (automatico)",81.65,3618.7,"No"
"1730","Uomo","No","Si","No",64,"Si","Si","fibra ottica","Si","Si","Si","No","No","No","un anno","No","bonifico bancario (automatico)",89.45,5692.65,"No"
"1731","Uomo","No","No","No",1,"Si","Si","DSL","No","No","No","No","Si","No","mese per mese","Si","assegno elettronico",59.85,59.85,"Si"
"1732","Donna","Si","No","No",1,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",69.6,69.6,"Si"
"1733","Uomo","Si","Si","Si",61,"Si","Si","fibra ottica","No","Si","No","No","Si","Si","un anno","No","assegno elettronico",99,5969.3,"No"
"1734","Uomo","No","No","No",1,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",19.05,19.05,"No"
"1735","Uomo","No","No","No",9,"No","No","DSL","No","No","No","No","Si","Si","mese per mese","Si","assegno elettronico",45.4,418.8,"Si"
"1736","Uomo","No","Si","Si",72,"Si","Si","fibra ottica","Si","Si","Si","Si","Si","Si","due anni","No","bonifico bancario (automatico)",114.45,8100.55,"No"
"1737","Donna","No","No","No",1,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",19.5,19.5,"Si"
"1738","Donna","No","Si","No",7,"Si","No","DSL","No","No","No","No","No","No","mese per mese","Si","assegno per posta",44.25,313.45,"No"
"1739","Donna","No","Si","No",66,"Si","Si","fibra ottica","No","Si","Si","Si","No","No","un anno","Si","bonifico bancario (automatico)",90.55,6130.95,"No"
"1740","Uomo","No","No","No",1,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",69.9,69.9,"Si"
"1741","Uomo","No","Si","Si",40,"Si","No","No","No","No","No","No","No","No","mese per mese","Si","bonifico bancario (automatico)",20.4,745.3,"No"
"1742","Uomo","No","No","No",16,"Si","Si","DSL","No","Si","Si","No","No","Si","mese per mese","Si","bonifico bancario (automatico)",71.4,1212.1,"No"
"1743","Donna","No","No","No",2,"Si","No","fibra ottica","No","Si","No","No","Si","No","mese per mese","Si","bonifico bancario (automatico)",87.15,183.75,"Si"
"1744","Uomo","No","Si","No",67,"Si","Si","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",24.85,1583.5,"No"
"1745","Donna","No","Si","No",41,"Si","No","fibra ottica","Si","Si","Si","No","Si","Si","un anno","Si","bonifico bancario (automatico)",104.45,4162.05,"No"
"1746","Donna","No","Si","Si",56,"Si","No","No","No","No","No","No","No","No","due anni","Si","carta di credito (automatico)",19.8,1119.9,"No"
"1747","Donna","No","No","No",72,"Si","Si","fibra ottica","Si","Si","Si","Si","Si","Si","due anni","Si","bonifico bancario (automatico)",116.45,8013.55,"No"
"1748","Donna","No","Si","Si",3,"Si","Si","fibra ottica","No","No","No","No","No","Si","mese per mese","Si","bonifico bancario (automatico)",84.75,264.85,"Si"
"1749","Donna","No","Si","No",54,"Si","No","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",20.05,1102.4,"No"
"1750","Uomo","Si","No","No",52,"Si","Si","fibra ottica","No","Si","Si","Si","Si","Si","mese per mese","Si","assegno elettronico",110.75,5832,"No"
"1751","Donna","No","No","No",50,"Si","No","fibra ottica","No","No","Si","Si","No","Si","due anni","Si","bonifico bancario (automatico)",89.7,4304.5,"No"
"1752","Uomo","No","No","No",14,"Si","Si","fibra ottica","No","No","No","Si","Si","No","mese per mese","Si","assegno elettronico",89.95,1178.4,"Si"
"1753","Uomo","No","Si","No",27,"Si","No","DSL","Si","No","No","No","No","No","un anno","No","carta di credito (automatico)",48.7,1421.75,"No"
"1754","Donna","Si","Si","No",72,"Si","Si","fibra ottica","Si","Si","Si","Si","No","No","due anni","Si","bonifico bancario (automatico)",96.6,6827.5,"No"
"1755","Uomo","No","No","No",62,"Si","No","DSL","Si","Si","No","No","Si","Si","un anno","Si","carta di credito (automatico)",74.3,4698.05,"No"
"1756","Donna","No","No","No",12,"Si","No","DSL","No","Si","No","Si","No","No","mese per mese","Si","assegno elettronico",54.3,654.5,"No"
"1757","Donna","Si","No","No",44,"Si","No","DSL","No","No","Si","Si","Si","Si","un anno","No","bonifico bancario (automatico)",74.85,3268.05,"No"
"1758","Uomo","No","Si","Si",54,"Si","No","fibra ottica","No","Si","No","Si","No","No","due anni","Si","bonifico bancario (automatico)",79.95,4362.05,"No"
"1759","Donna","No","No","No",68,"Si","No","No","No","No","No","No","No","No","due anni","No","bonifico bancario (automatico)",20.05,1386.9,"No"
"1760","Uomo","No","No","No",20,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",19.4,415.4,"No"
"1761","Uomo","No","Si","Si",50,"Si","Si","DSL","No","No","Si","No","No","No","un anno","No","bonifico bancario (automatico)",54.9,2614.1,"No"
"1762","Uomo","No","No","No",58,"Si","Si","No","No","No","No","No","No","No","due anni","Si","carta di credito (automatico)",24.45,1513.6,"No"
"1763","Uomo","No","Si","Si",35,"Si","Si","fibra ottica","No","Si","No","No","Si","No","mese per mese","Si","bonifico bancario (automatico)",89.65,3161.6,"No"
"1764","Donna","No","No","No",2,"Si","No","DSL","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",45.4,80.95,"No"
"1765","Uomo","No","Si","Si",63,"Si","Si","DSL","Si","No","Si","Si","No","Si","due anni","No","assegno per posta",75.7,4676.7,"No"
"1766","Donna","No","Si","No",58,"Si","Si","fibra ottica","Si","Si","Si","No","Si","Si","un anno","Si","carta di credito (automatico)",110.65,6526.65,"No"
"1767","Donna","No","Si","Si",27,"Si","No","No","No","No","No","No","No","No","un anno","Si","assegno per posta",20.55,583.3,"No"
"1768","Donna","No","Si","No",71,"Si","Si","fibra ottica","Si","Si","Si","Si","Si","Si","due anni","Si","carta di credito (automatico)",115.15,8078.1,"No"
"1769","Donna","No","No","No",63,"Si","No","DSL","No","No","Si","No","No","Si","un anno","No","carta di credito (automatico)",58.55,3503.5,"No"
"1770","Uomo","No","Si","No",71,"Si","Si","fibra ottica","No","Si","Si","No","No","Si","mese per mese","Si","bonifico bancario (automatico)",93.25,6669.45,"No"
"1771","Donna","Si","No","No",41,"Si","Si","fibra ottica","Si","Si","Si","No","Si","Si","mese per mese","Si","assegno elettronico",113.2,4689.5,"Si"
"1772","Uomo","Si","No","No",13,"Si","No","fibra ottica","No","No","No","No","Si","Si","mese per mese","Si","assegno elettronico",90.5,1201.15,"Si"
"1773","Uomo","No","No","No",2,"Si","No","fibra ottica","No","No","No","No","Si","No","mese per mese","No","assegno elettronico",79,143.65,"Si"
"1774","Donna","No","Si","Si",68,"Si","No","No","No","No","No","No","No","No","due anni","Si","bonifico bancario (automatico)",19.35,1292.65,"No"
"1775","Uomo","No","Si","Si",1,"Si","No","DSL","Si","No","No","No","No","No","mese per mese","Si","assegno per posta",48.75,48.75,"No"
"1776","Uomo","Si","No","No",65,"Si","Si","fibra ottica","Si","No","Si","Si","Si","Si","due anni","Si","assegno elettronico",109.05,7108.2,"No"
"1777","Uomo","Si","Si","No",72,"Si","Si","No","No","No","No","No","No","No","due anni","Si","bonifico bancario (automatico)",25,1802.55,"No"
"1778","Donna","No","No","No",28,"Si","Si","DSL","No","No","No","Si","No","No","mese per mese","Si","carta di credito (automatico)",54.9,1505.15,"No"
"1779","Uomo","No","Si","Si",72,"Si","Si","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",24.75,1859.1,"No"
"1780","Donna","No","No","No",2,"Si","No","fibra ottica","Si","Si","No","No","Si","No","mese per mese","Si","assegno elettronico",91.15,168.5,"No"
"1781","Donna","No","No","Si",18,"Si","No","No","No","No","No","No","No","No","un anno","No","bonifico bancario (automatico)",20.15,390.85,"Si"
"1782","Uomo","Si","Si","No",60,"Si","Si","fibra ottica","No","Si","Si","No","Si","Si","un anno","Si","assegno elettronico",104.35,6339.45,"No"
"1783","Donna","Si","No","No",26,"Si","Si","DSL","No","No","No","Si","No","Si","mese per mese","Si","assegno elettronico",66.05,1652.4,"No"
"1784","Uomo","No","No","Si",1,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",71.65,71.65,"Si"
"1785","Donna","No","No","No",4,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",20.35,77.5,"Si"
"1786","Uomo","No","Si","Si",68,"Si","Si","DSL","Si","Si","Si","Si","Si","Si","due anni","Si","carta di credito (automatico)",92.2,6392.85,"No"
"1787","Donna","No","No","No",38,"Si","No","fibra ottica","No","Si","Si","Si","No","No","mese per mese","Si","carta di credito (automatico)",84.25,3264.5,"Si"
"1788","Donna","Si","Si","No",42,"Si","Si","fibra ottica","Si","No","Si","No","Si","Si","un anno","Si","bonifico bancario (automatico)",105.2,4599.15,"No"
"1789","Donna","No","Si","No",57,"Si","No","No","No","No","No","No","No","No","due anni","Si","bonifico bancario (automatico)",19.6,1134.25,"No"
"1790","Uomo","No","Si","No",54,"No","No","DSL","No","Si","No","No","No","No","mese per mese","No","assegno elettronico",30.4,1621.35,"No"
"1791","Donna","No","No","No",12,"Si","No","fibra ottica","No","No","No","No","No","Si","mese per mese","No","bonifico bancario (automatico)",78.1,947.3,"Si"
"1792","Donna","No","Si","No",44,"Si","No","DSL","Si","Si","Si","No","No","No","un anno","Si","assegno per posta",61.5,2722.2,"No"
"1793","Uomo","No","Si","Si",42,"Si","Si","DSL","Si","Si","No","No","Si","No","mese per mese","Si","bonifico bancario (automatico)",69.4,3058.3,"No"
"1794","Uomo","No","Si","Si",72,"Si","Si","No","No","No","No","No","No","No","due anni","No","bonifico bancario (automatico)",24.75,1769.6,"No"
"1795","Donna","No","Si","Si",71,"Si","Si","DSL","Si","Si","Si","Si","Si","Si","due anni","No","assegno per posta",91.05,6293.75,"No"
"1796","Donna","No","Si","No",19,"Si","Si","fibra ottica","No","No","Si","No","No","Si","mese per mese","No","assegno per posta",89.65,1761.05,"Si"
"1797","Donna","No","Si","No",23,"Si","Si","DSL","No","No","No","Si","Si","Si","mese per mese","Si","carta di credito (automatico)",73.65,1642.75,"No"
"1798","Donna","No","No","No",30,"Si","No","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",19.4,578.5,"No"
"1799","Uomo","No","No","No",35,"Si","Si","No","No","No","No","No","No","No","un anno","No","bonifico bancario (automatico)",26.2,954.9,"No"
"1800","Donna","No","No","No",10,"Si","Si","fibra ottica","Si","No","No","No","Si","Si","mese per mese","Si","assegno elettronico",98.7,973.25,"Si"
"1801","Uomo","No","No","No",1,"Si","No","DSL","No","No","No","No","No","No","mese per mese","Si","bonifico bancario (automatico)",43.85,43.85,"No"
"1802","Uomo","No","No","No",22,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno per posta",69.7,1490.4,"No"
"1803","Uomo","No","Si","Si",7,"No","No","DSL","Si","Si","Si","No","No","No","due anni","No","assegno per posta",38.55,280,"No"
"1804","Donna","No","No","No",36,"No","No","DSL","Si","Si","Si","Si","No","Si","due anni","Si","assegno per posta",53.1,1901.25,"No"
"1805","Donna","No","Si","Si",34,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",20.65,716.4,"No"
"1806","Uomo","No","Si","Si",72,"Si","Si","DSL","Si","Si","Si","No","No","No","due anni","No","carta di credito (automatico)",64.45,4720,"No"
"1807","Uomo","No","Si","Si",36,"Si","Si","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",25.1,930.95,"No"
"1808","Donna","No","No","No",1,"Si","No","fibra ottica","No","No","Si","No","No","No","mese per mese","No","assegno elettronico",76.35,76.35,"Si"
"1809","Donna","No","No","No",23,"Si","Si","fibra ottica","No","Si","No","No","No","No","mese per mese","Si","assegno elettronico",79.15,1676.95,"Si"
"1810","Uomo","Si","Si","No",32,"Si","Si","fibra ottica","No","No","No","No","No","Si","mese per mese","Si","assegno elettronico",85,2642.05,"Si"
"1811","Donna","No","Si","Si",71,"Si","Si","fibra ottica","Si","Si","Si","Si","No","No","un anno","Si","carta di credito (automatico)",95.15,6770.85,"No"
"1812","Donna","Si","No","No",23,"Si","Si","fibra ottica","No","No","Si","No","No","No","mese per mese","Si","assegno per posta",79.35,1835.3,"No"
"1813","Uomo","No","Si","No",17,"Si","No","fibra ottica","No","No","Si","No","Si","Si","un anno","Si","bonifico bancario (automatico)",96.65,1588.25,"No"
"1814","Uomo","No","No","No",1,"Si","No","DSL","No","No","Si","Si","Si","Si","mese per mese","Si","assegno elettronico",75.5,75.5,"No"
"1815","Uomo","No","Si","Si",12,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",19.7,258.35,"No"
"1816","Donna","No","Si","No",72,"Si","No","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",20.5,1502.25,"No"
"1817","Uomo","No","No","No",1,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",19.2,19.2,"No"
"1818","Uomo","Si","Si","No",72,"Si","Si","fibra ottica","No","Si","No","No","Si","Si","due anni","No","bonifico bancario (automatico)",98.35,6929.4,"No"
"1819","Uomo","No","Si","Si",60,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","No","bonifico bancario (automatico)",74.35,4453.3,"No"
"1820","Donna","No","Si","Si",61,"No","No","DSL","No","Si","Si","Si","Si","No","due anni","No","carta di credito (automatico)",51.35,3244.4,"No"
"1821","Donna","No","Si","No",6,"Si","No","DSL","No","No","No","No","No","No","mese per mese","No","assegno per posta",45.65,323.45,"No"
"1822","Uomo","Si","Si","No",32,"Si","Si","fibra ottica","No","No","No","No","No","Si","mese per mese","No","assegno elettronico",85.3,2661.1,"Si"
"1823","Donna","No","No","Si",31,"Si","Si","fibra ottica","No","No","No","No","Si","No","mese per mese","Si","carta di credito (automatico)",86.55,2697.4,"Si"
"1824","Uomo","No","No","No",19,"Si","No","fibra ottica","No","Si","No","No","No","No","mese per mese","Si","carta di credito (automatico)",73.85,1424.5,"Si"
"1825","Uomo","No","Si","Si",72,"Si","No","No","No","No","No","No","No","No","due anni","No","bonifico bancario (automatico)",20.3,1401.15,"No"
"1826","Donna","No","No","No",32,"Si","Si","DSL","No","Si","No","No","No","No","mese per mese","Si","assegno elettronico",54.2,1739.6,"No"
"1827","Uomo","No","Si","No",65,"Si","Si","fibra ottica","No","Si","No","No","No","Si","mese per mese","Si","assegno elettronico",90.65,5931,"No"
"1828","Donna","No","Si","Si",45,"No","No","DSL","Si","No","No","No","Si","Si","mese per mese","Si","bonifico bancario (automatico)",50.9,2333.85,"No"
"1829","Uomo","No","No","No",42,"Si","Si","No","No","No","No","No","No","No","un anno","No","assegno elettronico",25.05,949.85,"No"
"1830","Uomo","No","No","No",8,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",74.85,572.45,"No"
"1831","Uomo","No","No","Si",32,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",20.5,696.8,"No"
"1832","Donna","Si","Si","No",22,"Si","Si","DSL","Si","Si","No","Si","No","No","mese per mese","Si","assegno per posta",63.55,1381.8,"No"
"1833","Uomo","Si","Si","No",57,"No","No","DSL","No","No","No","No","Si","Si","mese per mese","Si","assegno elettronico",44.85,2572.95,"Si"
"1834","Uomo","No","No","No",1,"Si","No","DSL","Si","No","No","No","No","No","mese per mese","No","assegno elettronico",47.95,47.95,"No"
"1835","Uomo","Si","No","No",1,"Si","No","DSL","No","No","No","No","No","No","mese per mese","No","assegno elettronico",45.1,45.1,"Si"
"1836","Donna","No","Si","No",1,"Si","No","DSL","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",45,45,"No"
"1837","Uomo","No","No","No",24,"Si","No","fibra ottica","No","No","No","Si","Si","Si","mese per mese","Si","assegno elettronico",96,2122.45,"Si"
